candidate_id	callee_spelling	preliminary_disposition	prior_t299_resolution	prior_t299_basis	required_next_action	constraint
"MVDM-FIRST-REBASELINED-015738"	"S_2773_CopyByte4PlaneChain4_00000000_00000017_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015739"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015740"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015741"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015742"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015743"	"L23_819if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015744"	"L23_819if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015745"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015746"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015747"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015748"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015749"	"S_2775_CopyBytePlnByPlnChain4_00000000_00000018_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015750"	"S_2775_CopyBytePlnByPlnChain4_00000000_00000018_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015751"	"L22_51if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015752"	"L22_51if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015753"	"S_2775_CopyBytePlnByPlnChain4_00000000_00000018_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015754"	"S_2775_CopyBytePlnByPlnChain4_00000000_00000018_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015755"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015756"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015757"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015758"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015759"	"CrulesRuntimeError"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015760"	"L23_825if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015761"	"L23_825if_d"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015762"	"CrulesRuntimeError"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015763"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015764"	"free"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015765"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015766"	"malloc"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015767"	"S_2777_CopyByte4PlaneChain4_00000000_00000019_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
"MVDM-FIRST-REBASELINED-015768"	"S_2777_CopyByte4PlaneChain4_00000000_00000019_00000000_00000000"	"requires-original-declaration-and-body-search"	""	""	"resolve declaration-guided original body variants or record hard-boundary/source-unavailable outcome"	"T301 must not merge by spelling, inspect a second-degree body, import source, or select a runtime provider."
